source_doc_id,source_url,source_path,一级分类,二级分类,三级分类,接口中文名称,接口英文名 / API 名称,接口描述,权限要求原文,最低积分要求,当前5000积分是否可用,每分钟调用限制,每日调用限制,单次最大返回条数,输入参数,输出参数,是否属于基础数据,是否属于行情数据,是否属于财务数据,是否属于新闻/资讯/舆情数据,是否属于资金流/资金面数据,是否属于股东/解禁/龙虎榜/公告等事件数据,是否适合作为TradingAgents-astock数据源替换候选,可替换当前TradingAgents哪类函数或数据主题,备注
45,https://tushare.pro/document/2?doc_id=45,股票数据 > 财务数据 > 业绩预告,股票数据,财务数据,,业绩预告,forecast,获取业绩预告数据,权限：用户需要至少2000积分才可以调取，具体请参阅 积分获取办法；提示：当前接口只能按单只股票获取其历史数据，如果需要获取某一季度全部上市公司数据，请使用forecast_vip接口（参数一致），需积攒5000积分。,2000,5000积分可用,,,,"ts_code(类型:str,必选:N):股票代码(二选一) | ann_date(类型:str,必选:N):公告日期 (二选一) | start_date(类型:str,必选:N):公告开始日期 | end_date(类型:str,必选:N):公告结束日期 | period(类型:str,必选:N):报告期(每个季度最后一天的日期，比如20171231表示年报，20170630半年报，20170930三季报) | type(类型:str,必选:N):预告类型(预增/预减/扭亏/首亏/续亏/续盈/略增/略减)",ts_code(类型:str):TS股票代码 | ann_date(类型:str):公告日期 | end_date(类型:str):报告期 | type(类型:str):业绩预告类型(预增/预减/扭亏/首亏/续亏/续盈/略增/略减) | p_change_min(类型:float):预告净利润变动幅度下限（%） | p_change_max(类型:float):预告净利润变动幅度上限（%） | net_profit_min(类型:float):预告净利润下限（万元） | net_profit_max(类型:float):预告净利润上限（万元） | last_parent_net(类型:float):上年同期归属母公司净利润 | first_ann_date(类型:str):首次公告日 | summary(类型:str):业绩预告摘要 | change_reason(类型:str):业绩变动原因,否,否,是,否,否,是,是,a_stock.get_profit_forecast / a_stock.get_fundamentals；业绩预告/快报/财务指标/盈利预测,分类来自总览页链接或显式目录映射
46,https://tushare.pro/document/2?doc_id=46,股票数据 > 财务数据 > 业绩快报,股票数据,财务数据,,业绩快报,express,获取上市公司业绩快报,权限：用户需要至少2000积分才可以调取，具体请参阅 积分获取办法；提示：当前接口只能按单只股票获取其历史数据，如果需要获取某一季度全部上市公司数据，请使用express_vip接口（参数一致），需积攒5000积分。,2000,5000积分可用,,,,"ts_code(类型:str,必选:Y):股票代码 | ann_date(类型:str,必选:N):公告日期 | start_date(类型:str,必选:N):公告开始日期 | end_date(类型:str,必选:N):公告结束日期 | period(类型:str,必选:N):报告期(每个季度最后一天的日期,比如20171231表示年报，20170630半年报，20170930三季报)",ts_code(类型:str):TS股票代码 | ann_date(类型:str):公告日期 | end_date(类型:str):报告期 | revenue(类型:float):营业收入(元) | operate_profit(类型:float):营业利润(元) | total_profit(类型:float):利润总额(元) | n_income(类型:float):净利润(元) | total_assets(类型:float):总资产(元) | total_hldr_eqy_exc_min_int(类型:float):股东权益合计(不含少数股东权益)(元) | diluted_eps(类型:float):每股收益(摊薄)(元) | diluted_roe(类型:float):净资产收益率(摊薄)(%) | yoy_net_profit(类型:float):去年同期修正后净利润 | bps(类型:float):每股净资产 | yoy_sales(类型:float):同比增长率:营业收入 | yoy_op(类型:float):同比增长率:营业利润 | yoy_tp(类型:float):同比增长率:利润总额 | yoy_dedu_np(类型:float):同比增长率:归属母公司股东的净利润 | yoy_eps(类型:float):同比增长率:基本每股收益 | yoy_roe(类型:float):同比增减:加权平均净资产收益率 | growth_assets(类型:float):比年初增长率:总资产 | yoy_equity(类型:float):比年初增长率:归属母公司的股东权益 | growth_bps(类型:float):比年初增长率:归属于母公司股东的每股净资产 | or_last_year(类型:float):去年同期营业收入 | op_last_year(类型:float):去年同期营业利润 | tp_last_year(类型:float):去年同期利润总额 | np_last_year(类型:float):去年同期净利润 | eps_last_year(类型:float):去年同期每股收益 | open_net_assets(类型:float):期初净资产 | open_bps(类型:float):期初每股净资产 | perf_summary(类型:str):业绩简要说明 | is_audit(类型:int):是否审计： 1是 0否 | remark(类型:str):备注,否,否,是,否,否,是,是,a_stock.get_profit_forecast / a_stock.get_fundamentals；业绩预告/快报/财务指标/盈利预测,分类来自总览页链接或显式目录映射
79,https://tushare.pro/document/2?doc_id=79,股票数据 > 财务数据 > 财务指标数据,股票数据,财务数据,,财务指标数据,fina_indicator,获取上市公司财务指标数据，为避免服务器压力，现阶段每次请求最多返回100条记录，可通过设置日期多次请求获取更多数据。,描述：获取上市公司财务指标数据，为避免服务器压力，现阶段每次请求最多返回100条记录，可通过设置日期多次请求获取更多数据。；权限：用户需要至少2000积分才可以调取，具体请参阅 积分获取办法；提示：当前接口只能按单只股票获取其历史数据，如果需要获取某一季度全部上市公司数据，请使用fina_indicator_vip接口（参数一致），需积攒5000积分。,2000,5000积分可用,,,100,"ts_code(类型:str,必选:Y):TS股票代码,e.g. 600001.SH/000001.SZ | ann_date(类型:str,必选:N):公告日期 | start_date(类型:str,必选:N):报告期开始日期 | end_date(类型:str,必选:N):报告期结束日期 | period(类型:str,必选:N):报告期(每个季度最后一天的日期,比如20171231表示年报)",ts_code(类型:str):TS代码 | ann_date(类型:str):公告日期 | end_date(类型:str):报告期 | eps(类型:float):基本每股收益 | dt_eps(类型:float):稀释每股收益 | total_revenue_ps(类型:float):每股营业总收入 | revenue_ps(类型:float):每股营业收入 | capital_rese_ps(类型:float):每股资本公积 | surplus_rese_ps(类型:float):每股盈余公积 | undist_profit_ps(类型:float):每股未分配利润 | extra_item(类型:float):非经常性损益 | profit_dedt(类型:float):扣除非经常性损益后的净利润（扣非净利润） | gross_margin(类型:float):毛利 | current_ratio(类型:float):流动比率 | quick_ratio(类型:float):速动比率 | cash_ratio(类型:float):保守速动比率 | invturn_days(类型:float):存货周转天数 | arturn_days(类型:float):应收账款周转天数 | inv_turn(类型:float):存货周转率 | ar_turn(类型:float):应收账款周转率 | ca_turn(类型:float):流动资产周转率 | fa_turn(类型:float):固定资产周转率 | assets_turn(类型:float):总资产周转率 | op_income(类型:float):经营活动净收益 | valuechange_income(类型:float):价值变动净收益 | interst_income(类型:float):利息费用 | daa(类型:float):折旧与摊销 | ebit(类型:float):息税前利润 | ebitda(类型:float):息税折旧摊销前利润 | fcff(类型:float):企业自由现金流量 | fcfe(类型:float):股权自由现金流量 | current_exint(类型:float):无息流动负债 | noncurrent_exint(类型:float):无息非流动负债 | interestdebt(类型:float):带息债务 | netdebt(类型:float):净债务 | tangible_asset(类型:float):有形资产 | working_capital(类型:float):营运资金 | networking_capital(类型:float):营运流动资本 | invest_capital(类型:float):全部投入资本 | retained_earnings(类型:float):留存收益 | diluted2_eps(类型:float):期末摊薄每股收益 | bps(类型:float):每股净资产 | ocfps(类型:float):每股经营活动产生的现金流量净额 | retainedps(类型:float):每股留存收益 | cfps(类型:float):每股现金流量净额 | ebit_ps(类型:float):每股息税前利润 | fcff_ps(类型:float):每股企业自由现金流量 | fcfe_ps(类型:float):每股股东自由现金流量 | netprofit_margin(类型:float):销售净利率 | grossprofit_margin(类型:float):销售毛利率 | cogs_of_sales(类型:float):销售成本率 | expense_of_sales(类型:float):销售期间费用率 | profit_to_gr(类型:float):净利润/营业总收入 | saleexp_to_gr(类型:float):销售费用/营业总收入 | adminexp_of_gr(类型:float):管理费用/营业总收入 | finaexp_of_gr(类型:float):财务费用/营业总收入 | impai_ttm(类型:float):资产减值损失/营业总收入 | gc_of_gr(类型:float):营业总成本/营业总收入 | op_of_gr(类型:float):营业利润/营业总收入 | ebit_of_gr(类型:float):息税前利润/营业总收入 | roe(类型:float):净资产收益率 | roe_waa(类型:float):加权平均净资产收益率 | roe_dt(类型:float):净资产收益率(扣除非经常损益) | roa(类型:float):总资产报酬率 | npta(类型:float):总资产净利润 | roic(类型:float):投入资本回报率 | roe_yearly(类型:float):年化净资产收益率 | roa2_yearly(类型:float):年化总资产报酬率 | roe_avg(类型:float):平均净资产收益率(增发条件) | opincome_of_ebt(类型:float):经营活动净收益/利润总额 | investincome_of_ebt(类型:float):价值变动净收益/利润总额 | n_op_profit_of_ebt(类型:float):营业外收支净额/利润总额 | tax_to_ebt(类型:float):所得税/利润总额 | dtprofit_to_profit(类型:float):扣除非经常损益后的净利润/净利润 | salescash_to_or(类型:float):销售商品提供劳务收到的现金/营业收入 | ocf_to_or(类型:float):经营活动产生的现金流量净额/营业收入 | ocf_to_opincome(类型:float):经营活动产生的现金流量净额/经营活动净收益 | capitalized_to_da(类型:float):资本支出/折旧和摊销 | debt_to_assets(类型:float):资产负债率 | assets_to_eqt(类型:float):权益乘数 | dp_assets_to_eqt(类型:float):权益乘数(杜邦分析) | ca_to_assets(类型:float):流动资产/总资产 | nca_to_assets(类型:float):非流动资产/总资产 | tbassets_to_totalassets(类型:float):有形资产/总资产 | int_to_talcap(类型:float):带息债务/全部投入资本 | eqt_to_talcapital(类型:float):归属于母公司的股东权益/全部投入资本 | currentdebt_to_debt(类型:float):流动负债/负债合计 | longdeb_to_debt(类型:float):非流动负债/负债合计 | ocf_to_shortdebt(类型:float):经营活动产生的现金流量净额/流动负债 | debt_to_eqt(类型:float):产权比率 | eqt_to_debt(类型:float):归属于母公司的股东权益/负债合计 | eqt_to_interestdebt(类型:float):归属于母公司的股东权益/带息债务 | tangibleasset_to_debt(类型:float):有形资产/负债合计 | tangasset_to_intdebt(类型:float):有形资产/带息债务 | tangibleasset_to_netdebt(类型:float):有形资产/净债务 | ocf_to_debt(类型:float):经营活动产生的现金流量净额/负债合计 | ocf_to_interestdebt(类型:float):经营活动产生的现金流量净额/带息债务 | ocf_to_netdebt(类型:float):经营活动产生的现金流量净额/净债务 | ebit_to_interest(类型:float):已获利息倍数(EBIT/利息费用) | longdebt_to_workingcapital(类型:float):长期债务与营运资金比率 | ebitda_to_debt(类型:float):息税折旧摊销前利润/负债合计 | turn_days(类型:float):营业周期 | roa_yearly(类型:float):年化总资产净利率 | roa_dp(类型:float):总资产净利率(杜邦分析) | fixed_assets(类型:float):固定资产合计 | profit_prefin_exp(类型:float):扣除财务费用前营业利润 | non_op_profit(类型:float):非营业利润 | op_to_ebt(类型:float):营业利润／利润总额 | nop_to_ebt(类型:float):非营业利润／利润总额 | ocf_to_profit(类型:float):经营活动产生的现金流量净额／营业利润 | cash_to_liqdebt(类型:float):货币资金／流动负债 | cash_to_liqdebt_withinterest(类型:float):货币资金／带息流动负债 | op_to_liqdebt(类型:float):营业利润／流动负债 | op_to_debt(类型:float):营业利润／负债合计 | roic_yearly(类型:float):年化投入资本回报率 | total_fa_trun(类型:float):固定资产合计周转率 | profit_to_op(类型:float):利润总额／营业收入 | q_opincome(类型:float):经营活动单季度净收益 | q_investincome(类型:float):价值变动单季度净收益 | q_dtprofit(类型:float):扣除非经常损益后的单季度净利润 | q_eps(类型:float):每股收益(单季度) | q_netprofit_margin(类型:float):销售净利率(单季度) | q_gsprofit_margin(类型:float):销售毛利率(单季度) | q_exp_to_sales(类型:float):销售期间费用率(单季度) | q_profit_to_gr(类型:float):净利润／营业总收入(单季度) | q_saleexp_to_gr(类型:float):销售费用／营业总收入 (单季度) | q_adminexp_to_gr(类型:float):管理费用／营业总收入 (单季度) | q_finaexp_to_gr(类型:float):财务费用／营业总收入 (单季度) | q_impair_to_gr_ttm(类型:float):资产减值损失／营业总收入(单季度) | q_gc_to_gr(类型:float):营业总成本／营业总收入 (单季度) | q_op_to_gr(类型:float):营业利润／营业总收入(单季度) | q_roe(类型:float):净资产收益率(单季度) | q_dt_roe(类型:float):净资产单季度收益率(扣除非经常损益) | q_npta(类型:float):总资产净利润(单季度) | q_opincome_to_ebt(类型:float):经营活动净收益／利润总额(单季度) | q_investincome_to_ebt(类型:float):价值变动净收益／利润总额(单季度) | q_dtprofit_to_profit(类型:float):扣除非经常损益后的净利润／净利润(单季度) | q_salescash_to_or(类型:float):销售商品提供劳务收到的现金／营业收入(单季度) | q_ocf_to_sales(类型:float):经营活动产生的现金流量净额／营业收入(单季度) | q_ocf_to_or(类型:float):经营活动产生的现金流量净额／经营活动净收益(单季度) | basic_eps_yoy(类型:float):基本每股收益同比增长率(%) | dt_eps_yoy(类型:float):稀释每股收益同比增长率(%) | cfps_yoy(类型:float):每股经营活动产生的现金流量净额同比增长率(%) | op_yoy(类型:float):营业利润同比增长率(%) | ebt_yoy(类型:float):利润总额同比增长率(%) | netprofit_yoy(类型:float):归属母公司股东的净利润同比增长率(%) | dt_netprofit_yoy(类型:float):归属母公司股东的净利润-扣除非经常损益同比增长率(%) | ocf_yoy(类型:float):经营活动产生的现金流量净额同比增长率(%) | roe_yoy(类型:float):净资产收益率(摊薄)同比增长率(%) | bps_yoy(类型:float):每股净资产相对年初增长率(%) | assets_yoy(类型:float):资产总计相对年初增长率(%) | eqt_yoy(类型:float):归属母公司的股东权益相对年初增长率(%) | tr_yoy(类型:float):营业总收入同比增长率(%) | or_yoy(类型:float):营业收入同比增长率(%) | q_gr_yoy(类型:float):营业总收入同比增长率(%)(单季度) | q_gr_qoq(类型:float):营业总收入环比增长率(%)(单季度) | q_sales_yoy(类型:float):营业收入同比增长率(%)(单季度) | q_sales_qoq(类型:float):营业收入环比增长率(%)(单季度) | q_op_yoy(类型:float):营业利润同比增长率(%)(单季度) | q_op_qoq(类型:float):营业利润环比增长率(%)(单季度) | q_profit_yoy(类型:float):净利润同比增长率(%)(单季度) | q_profit_qoq(类型:float):净利润环比增长率(%)(单季度) | q_netprofit_yoy(类型:float):归属母公司股东的净利润同比增长率(%)(单季度) | q_netprofit_qoq(类型:float):归属母公司股东的净利润环比增长率(%)(单季度) | equity_yoy(类型:float):净资产同比增长率 | rd_exp(类型:float):研发投入合计 | update_flag(类型:str):更新标识,否,否,是,否,否,否,是,a_stock.get_profit_forecast / a_stock.get_fundamentals；业绩预告/快报/财务指标/盈利预测,分类来自总览页链接或显式目录映射
80,https://tushare.pro/document/2?doc_id=80,股票数据 > 财务数据 > 财务审计意见,股票数据,财务数据,,财务审计意见,fina_audit,获取上市公司定期财务审计意见数据,权限：用户需要至少2000积分才可以调取，具体请参阅 积分获取办法,2000,5000积分可用,,,,"ts_code(类型:str,必选:Y):股票代码 | ann_date(类型:str,必选:N):公告日期 | start_date(类型:str,必选:N):公告开始日期 | end_date(类型:str,必选:N):公告结束日期 | period(类型:str,必选:N):报告期(每个季度最后一天的日期,比如20171231表示年报)",ts_code(类型:str):TS股票代码 | ann_date(类型:str):公告日期 | end_date(类型:str):报告期 | audit_result(类型:str):审计结果 | audit_fees(类型:float):审计总费用（元） | audit_agency(类型:str):会计事务所 | audit_sign(类型:str):签字会计师,否,否,是,否,否,否,否,,分类来自总览页链接或显式目录映射
81,https://tushare.pro/document/2?doc_id=81,股票数据 > 财务数据 > 主营业务构成,股票数据,财务数据,,主营业务构成,fina_mainbz,获得上市公司主营业务构成，分地区和产品两种方式,权限：用户需要至少2000积分才可以调取，具体请参阅 积分获取办法 ，单次最大提取100行，总量不限制，可循环获取。；提示：当前接口只能按单只股票获取其历史数据，如果需要获取某一季度全部上市公司数据，请使用fina_mainbz_vip接口（参数一致），需积攒5000积分。,2000,5000积分可用,,,100,"ts_code(类型:str,必选:Y):股票代码 | period(类型:str,必选:N):报告期(每个季度最后一天的日期,比如20171231表示年报) | type(类型:str,必选:N):类型：P按产品 D按地区 I按行业（请输入大写字母P或者D） | start_date(类型:str,必选:N):报告期开始日期 | end_date(类型:str,必选:N):报告期结束日期",ts_code(类型:str):TS代码 | end_date(类型:str):报告期 | bz_item(类型:str):主营业务来源 | bz_code(类型:str):主营业务来源类型（P按产品 D按地区 I按行业） | bz_sales(类型:float):主营业务收入(元) | bz_profit(类型:float):主营业务利润(元) | bz_cost(类型:float):主营业务成本(元) | curr_type(类型:str):货币代码 | update_flag(类型:str):是否更新,否,否,是,否,否,否,否,,分类来自总览页链接或显式目录映射
103,https://tushare.pro/document/2?doc_id=103,股票数据 > 财务数据 > 分红送股,股票数据,财务数据,,分红送股,dividend,分红送股数据,权限：用户需要至少2000积分才可以调取，具体请参阅 积分获取办法,2000,5000积分可用,,,,"ts_code(类型:str,必选:N):TS代码 | ann_date(类型:str,必选:N):公告日 | record_date(类型:str,必选:N):股权登记日期 | ex_date(类型:str,必选:N):除权除息日 | imp_ann_date(类型:str,必选:N):实施公告日",ts_code(类型:str):TS代码 | end_date(类型:str):分红年度 | ann_date(类型:str):预案公告日 | div_proc(类型:str):实施进度 | stk_div(类型:float):每股送转 | stk_bo_rate(类型:float):每股送股比例 | stk_co_rate(类型:float):每股转增比例 | cash_div(类型:float):每股分红（税后） | cash_div_tax(类型:float):每股分红（税前） | record_date(类型:str):股权登记日 | ex_date(类型:str):除权除息日 | pay_date(类型:str):派息日 | div_listdate(类型:str):红股上市日 | imp_ann_date(类型:str):实施公告日 | base_date(类型:str):基准日 | base_share(类型:float):基准股本（万）,否,否,是,否,否,是,是,a_stock.get_fundamentals；分红送股,分类来自总览页链接或显式目录映射
162,https://tushare.pro/document/2?doc_id=162,股票数据 > 财务数据 > 财报披露计划,股票数据,财务数据,,财报披露计划,disclosure_date,获取财报披露计划日期,限量：单次最大6000，总量不限制；积分：用户需要至少2000积分才可以调取，积分越多权限越大，具体请参阅 积分获取办法,2000,5000积分可用,,,,"ts_code(类型:str,必选:N):TS股票代码 | end_date(类型:str,必选:N):财报周期（每个季度最后一天的日期，比如20181231表示2018年年报，20180630表示中报) | pre_date(类型:str,必选:N):计划披露日期 | ann_date(类型:str,必选:N):最新披露公告日 | actual_date(类型:str,必选:N):实际披露日期",ts_code(类型:str):TS代码 | ann_date(类型:str):最新披露公告日 | end_date(类型:str):报告期 | pre_date(类型:str):预计披露日期 | actual_date(类型:str):实际披露日期 | modify_date(类型:str):披露日期修正记录,否,否,是,否,否,是,否,,分类来自总览页链接或显式目录映射
170,https://tushare.pro/document/2?doc_id=170,股票数据 > 资金流向数据 > 个股资金流向,股票数据,资金流向数据,,个股资金流向,moneyflow,获取沪深A股票资金流向数据，分析大单小单成交情况，用于判别资金动向，数据开始于2010年。,限量：单次最大提取6000行记录，总量不限制；积分：用户需要至少2000积分才可以调取，基础积分有流量控制，积分越多权限越大，请自行提高积分，具体请参阅 积分获取办法,2000,5000积分可用,,,6000,"ts_code(类型:str,必选:N):股票代码 （股票和时间参数至少输入一个） | trade_date(类型:str,必选:N):交易日期 | start_date(类型:str,必选:N):开始日期 | end_date(类型:str,必选:N):结束日期",ts_code(类型:str):TS代码 | trade_date(类型:str):交易日期 | buy_sm_vol(类型:int):小单买入量（手） | buy_sm_amount(类型:float):小单买入金额（万元） | sell_sm_vol(类型:int):小单卖出量（手） | sell_sm_amount(类型:float):小单卖出金额（万元） | buy_md_vol(类型:int):中单买入量（手） | buy_md_amount(类型:float):中单买入金额（万元） | sell_md_vol(类型:int):中单卖出量（手） | sell_md_amount(类型:float):中单卖出金额（万元） | buy_lg_vol(类型:int):大单买入量（手） | buy_lg_amount(类型:float):大单买入金额（万元） | sell_lg_vol(类型:int):大单卖出量（手） | sell_lg_amount(类型:float):大单卖出金额（万元） | buy_elg_vol(类型:int):特大单买入量（手） | buy_elg_amount(类型:float):特大单买入金额（万元） | sell_elg_vol(类型:int):特大单卖出量（手） | sell_elg_amount(类型:float):特大单卖出金额（万元） | net_mf_vol(类型:int):净流入量（手） | net_mf_amount(类型:float):净流入额（万元）,否,否,否,否,是,否,是,a_stock.get_fund_flow / a_stock.get_northbound_flow；资金流向/北向资金,分类来自总览页链接或显式目录映射
343,https://tushare.pro/document/2?doc_id=343,股票数据 > 资金流向数据 > 同花顺行业资金流向（THS）,股票数据,资金流向数据,,同花顺行业资金流向（THS）,moneyflow_ind_ths,获取同花顺行业资金流向，每日盘后更新,限量：单次最大可调取5000条数据，可以根据日期和代码循环提取全部数据；积分：6000积分可以调取，具体请参阅 积分获取办法,6000,5000积分不可用,,,5000,"ts_code(类型:str,必选:N):代码 | trade_date(类型:str,必选:N):交易日期(YYYYMMDD格式，下同) | start_date(类型:str,必选:N):开始日期 | end_date(类型:str,必选:N):结束日期",trade_date(类型:str):交易日期 | ts_code(类型:str):板块代码 | industry(类型:str):板块名称 | lead_stock(类型:str):领涨股票名称 | close(类型:float):收盘指数 | pct_change(类型:float):指数涨跌幅 | company_num(类型:int):公司数量 | pct_change_stock(类型:float):领涨股涨跌幅 | close_price(类型:float):领涨股最新价 | net_buy_amount(类型:float):流入资金(亿元) | net_sell_amount(类型:float):流出资金(亿元) | net_amount(类型:float):净额(亿元),否,否,否,否,是,否,是,a_stock.get_fund_flow / a_stock.get_northbound_flow；资金流向/北向资金,分类来自总览页链接或显式目录映射
344,https://tushare.pro/document/2?doc_id=344,股票数据 > 资金流向数据 > 东财概念及行业板块资金流向（DC）,股票数据,资金流向数据,,东财概念及行业板块资金流向（DC）,moneyflow_ind_dc,获取东方财富板块资金流向，每天盘后更新,描述：获取东方财富板块资金流向，每天盘后更新；限量：单次最大可调取5000条数据，可以根据日期和代码循环提取全部数据；积分：6000积分可以调取，具体请参阅 积分获取办法,6000,5000积分不可用,,,5000,"ts_code(类型:str,必选:N):代码 | trade_date(类型:str,必选:N):交易日期（YYYYMMDD格式，下同） | start_date(类型:str,必选:N):开始日期 | end_date(类型:str,必选:N):结束日期 | content_type(类型:str,必选:N):资金类型(行业、概念、地域)",trade_date(类型:str):交易日期 | content_type(类型:str):数据类型 | ts_code(类型:str):DC板块代码（行业、概念、地域） | name(类型:str):板块名称 | pct_change(类型:float):板块涨跌幅（%） | close(类型:float):板块最新指数 | net_amount(类型:float):今日主力净流入 净额（元） | net_amount_rate(类型:float):今日主力净流入净占比% | buy_elg_amount(类型:float):今日超大单净流入 净额（元） | buy_elg_amount_rate(类型:float):今日超大单净流入 净占比% | buy_lg_amount(类型:float):今日大单净流入 净额（元） | buy_lg_amount_rate(类型:float):今日大单净流入 净占比% | buy_md_amount(类型:float):今日中单净流入 净额（元） | buy_md_amount_rate(类型:float):今日中单净流入 净占比% | buy_sm_amount(类型:float):今日小单净流入 净额（元） | buy_sm_amount_rate(类型:float):今日小单净流入 净占比% | buy_sm_amount_stock(类型:str):今日主力净流入最大股 | rank(类型:int):序号,否,否,否,否,是,否,是,a_stock.get_fund_flow / a_stock.get_northbound_flow；资金流向/北向资金,分类来自总览页链接或显式目录映射
345,https://tushare.pro/document/2?doc_id=345,股票数据 > 资金流向数据 > 大盘资金流向（DC）,股票数据,资金流向数据,,大盘资金流向（DC）,moneyflow_mkt_dc,获取东方财富大盘资金流向数据，每日盘后更新,限量：单次最大3000条，可根据日期或日期区间循环获取；积分：120积分可试用，6000积分可正式调取，具体请参阅 积分获取办法,120,5000积分可用,,,3000,"trade_date(类型:str,必选:N):交易日期(YYYYMMDD格式，下同） | start_date(类型:str,必选:N):开始日期 | end_date(类型:str,必选:N):结束日期",trade_date(类型:str):交易日期 | close_sh(类型:float):上证收盘价（点） | pct_change_sh(类型:float):上证涨跌幅(%) | close_sz(类型:float):深证收盘价（点） | pct_change_sz(类型:float):深证涨跌幅(%) | net_amount(类型:float):今日主力净流入 净额（元） | net_amount_rate(类型:float):今日主力净流入净占比% | buy_elg_amount(类型:float):今日超大单净流入 净额（元） | buy_elg_amount_rate(类型:float):今日超大单净流入 净占比% | buy_lg_amount(类型:float):今日大单净流入 净额（元） | buy_lg_amount_rate(类型:float):今日大单净流入 净占比% | buy_md_amount(类型:float):今日中单净流入 净额（元） | buy_md_amount_rate(类型:float):今日中单净流入 净占比% | buy_sm_amount(类型:float):今日小单净流入 净额（元） | buy_sm_amount_rate(类型:float):今日小单净流入 净占比%,否,否,否,否,是,否,是,a_stock.get_fund_flow / a_stock.get_northbound_flow；资金流向/北向资金,分类来自总览页链接或显式目录映射
348,https://tushare.pro/document/2?doc_id=348,股票数据 > 资金流向数据 > 个股资金流向（THS）,股票数据,资金流向数据,,个股资金流向（THS）,moneyflow_ths,获取同花顺个股资金流向数据，每日盘后更新,限量：单次最大6000，可根据日期或股票代码循环提取数据；积分：6000积分可调取，具体请参阅 积分获取办法,6000,5000积分不可用,,,,"ts_code(类型:str,必选:N):股票代码 | trade_date(类型:str,必选:N):交易日期（YYYYMMDD格式，下同） | start_date(类型:str,必选:N):开始日期 | end_date(类型:str,必选:N):结束日期",trade_date(类型:str):交易日期 | ts_code(类型:str):股票代码 | name(类型:str):股票名称 | pct_change(类型:float):涨跌幅 | latest(类型:float):最新价 | net_amount(类型:float):资金净流入(万元) | net_d5_amount(类型:float):5日主力净额(万元) | buy_lg_amount(类型:float):今日大单净流入额(万元) | buy_lg_amount_rate(类型:float):今日大单净流入占比(%) | buy_md_amount(类型:float):今日中单净流入额(万元) | buy_md_amount_rate(类型:float):今日中单净流入占比(%) | buy_sm_amount(类型:float):今日小单净流入额(万元) | buy_sm_amount_rate(类型:float):今日小单净流入占比(%),否,否,否,否,是,否,是,a_stock.get_fund_flow / a_stock.get_northbound_flow；资金流向/北向资金,分类来自总览页链接或显式目录映射
349,https://tushare.pro/document/2?doc_id=349,股票数据 > 资金流向数据 > 个股资金流向（DC）,股票数据,资金流向数据,,个股资金流向（DC）,moneyflow_dc,获取东方财富个股资金流向数据，每日盘后更新，数据开始于20230911,限量：单次最大获取6000条数据，可根据日期或股票代码循环提取数据；积分：用户需要至少5000积分才可以调取，具体请参阅 积分获取办法,5000,5000积分可用,,,6000,"ts_code(类型:str,必选:N):股票代码 | trade_date(类型:str,必选:N):交易日期（YYYYMMDD格式，下同） | start_date(类型:str,必选:N):开始日期 | end_date(类型:str,必选:N):结束日期",trade_date(类型:str):交易日期 | ts_code(类型:str):股票代码 | name(类型:str):股票名称 | pct_change(类型:float):涨跌幅 | close(类型:float):最新价 | net_amount(类型:float):今日主力净流入额（万元） | net_amount_rate(类型:float):今日主力净流入净占比（%） | buy_elg_amount(类型:float):今日超大单净流入额（万元） | buy_elg_amount_rate(类型:float):今日超大单净流入占比（%） | buy_lg_amount(类型:float):今日大单净流入额（万元） | buy_lg_amount_rate(类型:float):今日大单净流入占比（%） | buy_md_amount(类型:float):今日中单净流入额（万元） | buy_md_amount_rate(类型:float):今日中单净流入占比（%） | buy_sm_amount(类型:float):今日小单净流入额（万元） | buy_sm_amount_rate(类型:float):今日小单净流入占比（%）,否,否,否,否,是,否,是,a_stock.get_fund_flow / a_stock.get_northbound_flow；资金流向/北向资金,分类来自总览页链接或显式目录映射
371,https://tushare.pro/document/2?doc_id=371,股票数据 > 资金流向数据 > 同花顺概念板块资金流向（THS）,股票数据,资金流向数据,,同花顺概念板块资金流向（THS）,moneyflow_cnt_ths,获取同花顺概念板块每日资金流向,限量：单次最大可调取5000条数据，可以根据日期和代码循环提取全部数据；积分：6000积分可以调取，具体请参阅 积分获取办法,6000,5000积分不可用,,,5000,"ts_code(类型:str,必选:N):板块代码 | trade_date(类型:str,必选:N):交易日期(格式：YYYYMMDD，下同) | start_date(类型:str,必选:N):开始日期 | end_date(类型:str,必选:N):结束日期",trade_date(类型:str):交易日期 | ts_code(类型:str):板块代码 | name(类型:str):板块名称 | lead_stock(类型:str):领涨股票名称 | close_price(类型:float):最新价 | pct_change(类型:float):行业涨跌幅 | industry_index(类型:float):板块指数点位 | company_num(类型:int):公司数量 | pct_change_stock(类型:float):领涨股涨跌幅 | net_buy_amount(类型:float):流入资金(亿元) | net_sell_amount(类型:float):流出资金(亿元) | net_amount(类型:float):净额(亿元),否,否,否,否,是,否,是,a_stock.get_fund_flow / a_stock.get_northbound_flow；资金流向/北向资金,分类来自总览页链接或显式目录映射
