source_doc_id,source_url,source_path,一级分类,二级分类,三级分类,接口中文名称,接口英文名 / API 名称,接口描述,权限要求原文,最低积分要求,当前5000积分是否可用,每分钟调用限制,每日调用限制,单次最大返回条数,输入参数,输出参数,是否属于基础数据,是否属于行情数据,是否属于财务数据,是否属于新闻/资讯/舆情数据,是否属于资金流/资金面数据,是否属于股东/解禁/龙虎榜/公告等事件数据,是否适合作为TradingAgents-astock数据源替换候选,可替换当前TradingAgents哪类函数或数据主题,备注
242,https://tushare.pro/document/2?doc_id=242,宏观经济 > 货币供应量,宏观经济,,,货币供应量,cn_m,获取货币供应量之月度数据,限量：单次最大5000，一次可以提取全部数据；权限：用户积累600积分可以使用，具体请参阅 积分获取办法,600,5000积分可用,,,,"m(类型:str,必选:N):月度（202001表示，2020年1月） | start_m(类型:str,必选:N):开始月度 | end_m(类型:str,必选:N):结束月度 | fields(类型:str,必选:N):指定输出字段（e.g. fields='month,m0,m1,m2'）",month(类型:str):月份YYYYMM | m0(类型:float):M0（亿元） | m0_yoy(类型:float):M0同比（%） | m0_mom(类型:float):M0环比（%） | m1(类型:float):M1（亿元） | m1_yoy(类型:float):M1同比（%） | m1_mom(类型:float):M1环比（%） | m2(类型:float):M2（亿元） | m2_yoy(类型:float):M2同比（%） | m2_mom(类型:float):M2环比（%）,否,否,否,否,否,否,否,,分类由标题/API名推断
310,https://tushare.pro/document/2?doc_id=310,宏观经济 > 社融数据（月度）,宏观经济,,,社融数据（月度）,sf_month,获取月度社会融资数据,限量：单次最大2000条数据，可循环提取；积分：需2000积分,2000,5000积分可用,,,2000,"m(类型:str,必选:N):月份（YYYYMM，下同），支持多个月份同时输入，逗号分隔 | start_m(类型:str,必选:N):开始月份 | end_m(类型:str,必选:N):结束月份",month(类型:str):月度 | inc_month(类型:float):社融增量当月值（亿元） | inc_cumval(类型:float):社融增量累计值（亿元） | stk_endval(类型:float):社融存量期末值（万亿元）,否,否,否,否,是,否,否,,分类由标题/API名推断
461,https://tushare.pro/document/2?doc_id=461,宏观经济 > 中国经济数据发布日程,宏观经济,,,中国经济数据发布日程,cn_schedule,获取国家统计局、中国人民银行等经济数据发布日程及对应tushare接口，持续更新中,限量：单次最大3000条，可根据代码或日期循环提取；积分：需要2000积分可以调取，具体请参阅 积分获取办法,2000,5000积分可用,,,3000,"m(类型:str,必选:N):月份（YYYYMM） | title(类型:str,必选:N):发布数据",month(类型:str):月份YYYYMM | publish_date(类型:str):发布日期 | title(类型:str):发布数据 | issuing_org(类型:str):发布单位 | data_api(类型:str):tushare对应接口,否,否,否,否,否,否,否,,分类由标题/API名推断
228,https://tushare.pro/document/2?doc_id=228,宏观经济 > 价格指数 > 居民消费价格指数,宏观经济,价格指数,,居民消费价格指数,cn_cpi,获取CPI居民消费价格数据，包括全国、城市和农村的数据,限量：单次最大5000行，一次可以提取全部数据；权限：用户积累600积分可以使用，具体请参阅 积分获取办法,600,5000积分可用,,,5000,"m(类型:str,必选:N):月份（YYYYMM，下同），支持多个月份同时输入，逗号分隔 | start_m(类型:str,必选:N):开始月份 | end_m(类型:str,必选:N):结束月份",month(类型:str):月份YYYYMM | nt_val(类型:float):全国当月值 | nt_yoy(类型:float):全国同比（%） | nt_mom(类型:float):全国环比（%） | nt_accu(类型:float):全国累计值 | town_val(类型:float):城市当月值 | town_yoy(类型:float):城市同比（%） | town_mom(类型:float):城市环比（%） | town_accu(类型:float):城市累计值 | cnt_val(类型:float):农村当月值 | cnt_yoy(类型:float):农村同比（%） | cnt_mom(类型:float):农村环比（%） | cnt_accu(类型:float):农村累计值,否,否,否,否,否,否,否,,分类来自总览页链接或显式目录映射
245,https://tushare.pro/document/2?doc_id=245,宏观经济 > 价格指数 > 工业生产者出厂价格指数,宏观经济,价格指数,,工业生产者出厂价格指数,cn_ppi,获取PPI工业生产者出厂价格指数数据,限量：单次最大5000，一次可以提取全部数据；权限：用户600积分可以使用，具体请参阅 积分获取办法,600,5000积分可用,,,,"m(类型:str,必选:N):月份（YYYYMM，下同），支持多个月份同时输入，逗号分隔 | start_m(类型:str,必选:N):开始月份 | end_m(类型:str,必选:N):结束月份",month(类型:str):月份YYYYMM | ppi_yoy(类型:float):PPI：全部工业品：当月同比 | ppi_mp_yoy(类型:float):PPI：生产资料：当月同比 | ppi_mp_qm_yoy(类型:float):PPI：生产资料：采掘业：当月同比 | ppi_mp_rm_yoy(类型:float):PPI：生产资料：原料业：当月同比 | ppi_mp_p_yoy(类型:float):PPI：生产资料：加工业：当月同比 | ppi_cg_yoy(类型:float):PPI：生活资料：当月同比 | ppi_cg_f_yoy(类型:float):PPI：生活资料：食品类：当月同比 | ppi_cg_c_yoy(类型:float):PPI：生活资料：衣着类：当月同比 | ppi_cg_adu_yoy(类型:float):PPI：生活资料：一般日用品类：当月同比 | ppi_cg_dcg_yoy(类型:float):PPI：生活资料：耐用消费品类：当月同比 | ppi_mom(类型:float):PPI：全部工业品：环比 | ppi_mp_mom(类型:float):PPI：生产资料：环比 | ppi_mp_qm_mom(类型:float):PPI：生产资料：采掘业：环比 | ppi_mp_rm_mom(类型:float):PPI：生产资料：原料业：环比 | ppi_mp_p_mom(类型:float):PPI：生产资料：加工业：环比 | ppi_cg_mom(类型:float):PPI：生活资料：环比 | ppi_cg_f_mom(类型:float):PPI：生活资料：食品类：环比 | ppi_cg_c_mom(类型:float):PPI：生活资料：衣着类：环比 | ppi_cg_adu_mom(类型:float):PPI：生活资料：一般日用品类：环比 | ppi_cg_dcg_mom(类型:float):PPI：生活资料：耐用消费品类：环比 | ppi_accu(类型:float):PPI：全部工业品：累计同比 | ppi_mp_accu(类型:float):PPI：生产资料：累计同比 | ppi_mp_qm_accu(类型:float):PPI：生产资料：采掘业：累计同比 | ppi_mp_rm_accu(类型:float):PPI：生产资料：原料业：累计同比 | ppi_mp_p_accu(类型:float):PPI：生产资料：加工业：累计同比 | ppi_cg_accu(类型:float):PPI：生活资料：累计同比 | ppi_cg_f_accu(类型:float):PPI：生活资料：食品类：累计同比 | ppi_cg_c_accu(类型:float):PPI：生活资料：衣着类：累计同比 | ppi_cg_adu_accu(类型:float):PPI：生活资料：一般日用品类：累计同比 | ppi_cg_dcg_accu(类型:float):PPI：生活资料：耐用消费品类：累计同比,否,否,否,否,否,否,否,,分类来自总览页链接或显式目录映射
149,https://tushare.pro/document/2?doc_id=149,宏观经济 > 利率数据 > Shibor利率数据,宏观经济,利率数据,,Shibor利率数据,shibor,shibor利率,限量：单次最大2000，总量不限制，可通过设置开始和结束日期分段获取；积分：用户积累120积分可以调取，具体请参阅 积分获取办法,120,5000积分可用,,,,"date(类型:str,必选:N):日期 (日期输入格式：YYYYMMDD，下同) | start_date(类型:str,必选:N):开始日期 | end_date(类型:str,必选:N):结束日期",date(类型:str):日期 | on(类型:float):隔夜 | 1w(类型:float):1周 | 2w(类型:float):2周 | 1m(类型:float):1个月 | 3m(类型:float):3个月 | 6m(类型:float):6个月 | 9m(类型:float):9个月 | 1y(类型:float):1年,否,否,否,否,否,否,否,,分类来自总览页链接或显式目录映射
150,https://tushare.pro/document/2?doc_id=150,宏观经济 > 利率数据 > Shibor报价数据,宏观经济,利率数据,,Shibor报价数据,shibor_quote,Shibor报价数据,限量：单次最大4000行数据，总量不限制，可通过设置开始和结束日期分段获取；积分：用户积累120积分可以调取，具体请参阅 积分获取办法,120,5000积分可用,,,4000,"date(类型:str,必选:N):日期 (日期输入格式：YYYYMMDD，下同) | start_date(类型:str,必选:N):开始日期 | end_date(类型:str,必选:N):结束日期 | bank(类型:str,必选:N):银行名称 （中文名称，例如 农业银行）",date(类型:str):日期 | bank(类型:str):报价银行 | on_b(类型:float):隔夜_Bid | on_a(类型:float):隔夜_Ask | 1w_b(类型:float):1周_Bid | 1w_a(类型:float):1周_Ask | 2w_b(类型:float):2周_Bid | 2w_a(类型:float):2周_Ask | 1m_b(类型:float):1月_Bid | 1m_a(类型:float):1月_Ask | 3m_b(类型:float):3月_Bid | 3m_a(类型:float):3月_Ask | 6m_b(类型:float):6月_Bid | 6m_a(类型:float):6月_Ask | 9m_b(类型:float):9月_Bid | 9m_a(类型:float):9月_Ask | 1y_b(类型:float):1年_Bid | 1y_a(类型:float):1年_Ask,否,否,否,否,否,否,否,,分类来自总览页链接或显式目录映射
151,https://tushare.pro/document/2?doc_id=151,宏观经济 > 利率数据 > LPR贷款基础利率,宏观经济,利率数据,,LPR贷款基础利率,shibor_lpr,LPR贷款基础利率,限量：单次最大4000(相当于单次可提取18年历史)，总量不限制，可通过设置开始和结束日期分段获取；积分：用户积累120积分可以调取，具体请参阅 积分获取办法,120,5000积分可用,,,,"date(类型:str,必选:N):日期 (日期输入格式：YYYYMMDD，下同) | start_date(类型:str,必选:N):开始日期 | end_date(类型:str,必选:N):结束日期",date(类型:str):日期 | 1y(类型:float):1年贷款利率 | 5y(类型:float):5年贷款利率,是,否,否,否,否,否,否,,分类来自总览页链接或显式目录映射
152,https://tushare.pro/document/2?doc_id=152,宏观经济 > 利率数据 > Libor拆借利率,宏观经济,利率数据,,Libor拆借利率,libor,Libor拆借利率,限量：单次最大4000行数据，总量不限制，可通过设置开始和结束日期分段获取；积分：用户积累120积分可以调取，具体请参阅 积分获取办法,120,5000积分可用,,,4000,"date(类型:str,必选:N):日期 (日期输入格式：YYYYMMDD，下同) | start_date(类型:str,必选:N):开始日期 | end_date(类型:str,必选:N):结束日期 | curr_type(类型:str,必选:N):货币代码 (USD美元 EUR欧元 JPY日元 GBP英镑 CHF瑞郎，默认是USD)",date(类型:str):日期 | curr_type(类型:str):货币 | on(类型:float):隔夜 | 1w(类型:float):1周 | 1m(类型:float):1个月 | 2m(类型:float):2个月 | 3m(类型:float):3个月 | 6m(类型:float):6个月 | 12m(类型:float):12个月,否,否,否,否,否,否,否,,分类来自总览页链接或显式目录映射
153,https://tushare.pro/document/2?doc_id=153,宏观经济 > 利率数据 > Hibor利率,宏观经济,利率数据,,Hibor利率,hibor,Hibor利率,限量：单次最大4000行数据，总量不限制，可通过设置开始和结束日期分段获取；积分：用户积累120积分可以调取，具体请参阅 积分获取办法,120,5000积分可用,,,4000,"date(类型:str,必选:N):日期 (日期输入格式：YYYYMMDD，下同) | start_date(类型:str,必选:N):开始日期 | end_date(类型:str,必选:N):结束日期",date(类型:str):日期 | on(类型:float):隔夜 | 1w(类型:float):1周 | 2w(类型:float):2周 | 1m(类型:float):1个月 | 2m(类型:float):2个月 | 3m(类型:float):3个月 | 6m(类型:float):6个月 | 12m(类型:float):12个月,否,否,否,否,否,否,否,,分类来自总览页链接或显式目录映射
227,https://tushare.pro/document/2?doc_id=227,宏观经济 > 国民经济核算 > GDP数据,宏观经济,国民经济核算,,GDP数据,cn_gdp,获取国民经济之GDP数据,限量：单次最大10000，一次可以提取全部数据；权限：用户积累600积分可以使用，具体请参阅 积分获取办法,600,5000积分可用,,,,"q(类型:str,必选:N):季度（2019Q1表示，2019年第一季度） | start_q(类型:str,必选:N):开始季度 | end_q(类型:str,必选:N):结束季度 | fields(类型:str,必选:N):指定输出字段（e.g. fields='quarter,gdp,gdp_yoy'）",quarter(类型:str):季度 | gdp(类型:float):GDP累计值（亿元） | gdp_yoy(类型:float):当季同比增速（%） | pi(类型:float):第一产业累计值（亿元） | pi_yoy(类型:float):第一产业同比增速（%） | si(类型:float):第二产业累计值（亿元） | si_yoy(类型:float):第二产业同比增速（%） | ti(类型:float):第三产业累计值（亿元） | ti_yoy(类型:float):第三产业同比增速（%）,否,否,否,否,否,否,否,,分类来自总览页链接或显式目录映射
